Block數量,1000
Thread數量,10
預期模擬次數,100000000
實際模擬次數,99779756
執行時間(ms),2657
元素個數,26
轉盤個數,3
排列組合總數,17576
O-R-I,5611,0.00562339%
O-R-J,5643,0.00565546%
O-R-K,5747,0.00575969%
O-R-L,5746,0.00575868%
O-R-M,5695,0.00570757%
O-R-N,5854,0.00586692%
O-R-O,5625,0.00563742%
O-R-P,5866,0.00587895%
O-R-Q,5729,0.00574165%
O-R-R,5543,0.00555524%
O-R-S,5595,0.00560735%
O-R-T,5648,0.00566047%
O-R-U,5730,0.00574265%
O-R-V,5655,0.00566748%
O-R-W,5485,0.00549711%
O-R-X,5841,0.00585389%
O-R-Y,5613,0.00562539%
O-R-Z,5706,0.00571859%
O-S-A,5742,0.00575467%
O-S-B,5697,0.00570957%
O-S-C,5681,0.00569354%
O-S-D,5572,0.0055843%
O-S-E,5869,0.00588195%
O-S-F,5772,0.00578474%
O-S-G,5745,0.00575768%
O-S-H,5747,0.00575969%
O-S-I,5542,0.00555423%
O-S-J,5799,0.0058118%
O-S-K,5684,0.00569655%
O-S-L,5674,0.00568652%
O-S-M,5548,0.00556025%
O-S-N,5782,0.00579476%
O-S-O,5606,0.00561837%
O-S-P,5674,0.00568652%
O-S-Q,5769,0.00578173%
O-S-R,5529,0.0055412%
O-S-S,5576,0.00558831%
O-S-T,5639,0.00565145%
O-S-U,5603,0.00561537%
O-S-V,5699,0.00571158%
O-S-W,5749,0.00576169%
O-S-X,5591,0.00560334%
O-S-Y,5664,0.0056765%
O-S-Z,5545,0.00555724%
O-T-A,5757,0.00576971%
O-T-B,5547,0.00555924%
O-T-C,5680,0.00569254%
O-T-D,5750,0.00576269%
O-T-E,5657,0.00566949%
O-T-F,5629,0.00564142%
O-T-G,5568,0.00558029%
O-T-H,5556,0.00556826%
O-T-I,5771,0.00578374%
O-T-J,5640,0.00565245%
O-T-K,5606,0.00561837%
O-T-L,5688,0.00570056%
O-T-M,5728,0.00574064%
O-T-N,5639,0.00565145%
O-T-O,5674,0.00568652%
O-T-P,5816,0.00582884%
O-T-Q,5623,0.00563541%
O-T-R,5539,0.00555123%
O-T-S,5716,0.00572862%
O-T-T,5697,0.00570957%
O-T-U,5725,0.00573764%
O-T-V,5585,0.00559733%
O-T-W,5710,0.0057226%
O-T-X,5603,0.00561537%
O-T-Y,5748,0.00576069%
O-T-Z,5707,0.0057196%
O-U-A,5739,0.00575167%
O-U-B,5723,0.00573563%
O-U-C,5695,0.00570757%
O-U-D,5724,0.00573663%
O-U-E,5598,0.00561036%
O-U-F,5735,0.00574766%
O-U-G,5675,0.00568753%
O-U-H,5714,0.00572661%
O-U-I,5677,0.00568953%
O-U-J,5677,0.00568953%
O-U-K,5759,0.00577171%
O-U-L,5693,0.00570557%
O-U-M,5707,0.0057196%
O-U-N,5689,0.00570156%
O-U-O,5807,0.00581982%
O-U-P,5594,0.00560635%
O-U-Q,5741,0.00575367%
O-U-R,5681,0.00569354%
O-U-S,5553,0.00556526%
O-U-T,5882,0.00589498%
O-U-U,5699,0.00571158%
O-U-V,5600,0.00561236%
O-U-W,5698,0.00571058%
O-U-X,5668,0.00568051%
O-U-Y,5706,0.00571859%
O-U-Z,5636,0.00564844%
O-V-A,5814,0.00582683%
O-V-B,5645,0.00565746%
O-V-C,5751,0.00576369%
O-V-D,5672,0.00568452%
O-V-E,5679,0.00569154%
O-V-F,5721,0.00573363%
O-V-G,5717,0.00572962%
O-V-H,5716,0.00572862%
O-V-I,5608,0.00562038%
O-V-J,5677,0.00568953%
O-V-K,5843,0.0058559%
O-V-L,5612,0.00562439%
O-V-M,5646,0.00565846%
O-V-N,5676,0.00568853%
O-V-O,5609,0.00562138%
O-V-P,5672,0.00568452%
O-V-Q,5689,0.00570156%
O-V-R,5802,0.00581481%
O-V-S,5690,0.00570256%
O-V-T,5814,0.00582683%
O-V-U,5692,0.00570456%
O-V-V,5738,0.00575067%
O-V-W,5748,0.00576069%
O-V-X,5548,0.00556025%
O-V-Y,5651,0.00566347%
O-V-Z,5620,0.00563241%
O-W-A,5527,0.0055392%
O-W-B,5711,0.00572361%
O-W-C,5733,0.00574565%
O-W-D,5675,0.00568753%
O-W-E,5562,0.00557428%
O-W-F,5701,0.00571358%
O-W-G,5722,0.00573463%
O-W-H,5738,0.00575067%
O-W-I,5555,0.00556726%
O-W-J,5731,0.00574365%
O-W-K,5747,0.00575969%
O-W-L,5643,0.00565546%
O-W-M,5701,0.00571358%
O-W-N,5723,0.00573563%
O-W-O,5602,0.00561437%
O-W-P,5842,0.0058549%
O-W-Q,5786,0.00579877%
O-W-R,5738,0.00575067%
O-W-S,5746,0.00575868%
O-W-T,5539,0.00555123%
O-W-U,5705,0.00571759%
O-W-V,5530,0.00554221%
O-W-W,5573,0.0055853%
O-W-X,5521,0.00553319%
O-W-Y,5518,0.00553018%
O-W-Z,5696,0.00570857%
O-X-A,5685,0.00569755%
O-X-B,5550,0.00556225%
O-X-C,5694,0.00570657%
O-X-D,5762,0.00577472%
O-X-E,5708,0.0057206%
O-X-F,5606,0.00561837%
O-X-G,5652,0.00566448%
O-X-H,5823,0.00583585%
O-X-I,5661,0.0056735%
O-X-J,5764,0.00577672%
O-X-K,5595,0.00560735%
O-X-L,5685,0.00569755%
O-X-M,5708,0.0057206%
O-X-N,5538,0.00555022%
O-X-O,5667,0.00567951%
O-X-P,5627,0.00563942%
O-X-Q,5734,0.00574666%
O-X-R,5648,0.00566047%
O-X-S,5672,0.00568452%
O-X-T,5780,0.00579276%
O-X-U,5799,0.0058118%
O-X-V,5666,0.00567851%
O-X-W,5716,0.00572862%
O-X-X,5742,0.00575467%
O-X-Y,5696,0.00570857%
O-X-Z,5789,0.00580178%
O-Y-A,5726,0.00573864%
O-Y-B,5674,0.00568652%
O-Y-C,5682,0.00569454%
O-Y-D,5631,0.00564343%
O-Y-E,5592,0.00560434%
O-Y-F,5817,0.00582984%
O-Y-G,5759,0.00577171%
O-Y-H,5749,0.00576169%
O-Y-I,5621,0.00563341%
O-Y-J,5672,0.00568452%
O-Y-K,5554,0.00556626%
O-Y-L,5683,0.00569554%
O-Y-M,5615,0.00562739%
O-Y-N,5588,0.00560033%
O-Y-O,5732,0.00574465%
O-Y-P,5644,0.00565646%
O-Y-Q,5561,0.00557327%
O-Y-R,5716,0.00572862%
O-Y-S,5704,0.00571659%
O-Y-T,5710,0.0057226%
O-Y-U,5533,0.00554521%
O-Y-V,5583,0.00559532%
O-Y-W,5743,0.00575568%
O-Y-X,5692,0.00570456%
O-Y-Y,5664,0.0056765%
O-Y-Z,5590,0.00560234%
O-Z-A,5563,0.00557528%
O-Z-B,5731,0.00574365%
O-Z-C,5687,0.00569955%
O-Z-D,5690,0.00570256%
O-Z-E,5589,0.00560134%
O-Z-F,5710,0.0057226%
O-Z-G,5766,0.00577873%
O-Z-H,5627,0.00563942%
O-Z-I,5714,0.00572661%
O-Z-J,5654,0.00566648%
O-Z-K,5586,0.00559833%
O-Z-L,5770,0.00578274%
O-Z-M,5582,0.00559432%
O-Z-N,5658,0.00567049%
O-Z-O,5629,0.00564142%
O-Z-P,5626,0.00563842%
O-Z-Q,5717,0.00572962%
O-Z-R,5663,0.0056755%
O-Z-S,5674,0.00568652%
O-Z-T,5828,0.00584086%
O-Z-U,5711,0.00572361%
O-Z-V,5606,0.00561837%
O-Z-W,5636,0.00564844%
O-Z-X,5783,0.00579576%
O-Z-Y,5675,0.00568753%
O-Z-Z,5739,0.00575167%
P-A-A,5667,0.00567951%
P-A-B,5607,0.00561938%
P-A-C,5692,0.00570456%
P-A-D,5730,0.00574265%
P-A-E,5673,0.00568552%
P-A-F,5557,0.00556927%
P-A-G,5764,0.00577672%
P-A-H,5700,0.00571258%
P-A-I,5595,0.00560735%
P-A-J,5755,0.0057677%
P-A-K,5621,0.00563341%
P-A-L,5610,0.00562238%
P-A-M,5698,0.00571058%
P-A-N,5729,0.00574165%
P-A-O,5677,0.00568953%
P-A-P,5728,0.00574064%
P-A-Q,5733,0.00574565%
P-A-R,5668,0.00568051%
P-A-S,5627,0.00563942%
P-A-T,5727,0.00573964%
P-A-U,5670,0.00568252%
P-A-V,5781,0.00579376%
P-A-W,5723,0.00573563%
P-A-X,5695,0.00570757%
P-A-Y,5570,0.00558229%
P-A-Z,5675,0.00568753%
P-B-A,5587,0.00559933%
P-B-B,5658,0.00567049%
P-B-C,5728,0.00574064%
P-B-D,5672,0.00568452%
P-B-E,5710,0.0057226%
P-B-F,5653,0.00566548%
P-B-G,5679,0.00569154%
P-B-H,5788,0.00580078%
P-B-I,5763,0.00577572%
P-B-J,5760,0.00577271%
P-B-K,5598,0.00561036%
P-B-L,5539,0.00555123%
P-B-M,5715,0.00572761%
P-B-N,5642,0.00565445%
P-B-O,5657,0.00566949%
P-B-P,5527,0.0055392%
P-B-Q,5613,0.00562539%
P-B-R,5576,0.00558831%
P-B-S,5638,0.00565044%
P-B-T,5610,0.00562238%
P-B-U,5704,0.00571659%
P-B-V,5779,0.00579176%
P-B-W,5650,0.00566247%
P-B-X,5792,0.00580478%
P-B-Y,5789,0.00580178%
P-B-Z,5622,0.00563441%
P-C-A,5750,0.00576269%
P-C-B,5540,0.00555223%
P-C-C,5677,0.00568953%
P-C-D,5668,0.00568051%
P-C-E,5656,0.00566848%
P-C-F,5703,0.00571559%
P-C-G,5793,0.00580579%
P-C-H,5679,0.00569154%
P-C-I,5630,0.00564243%
P-C-J,5658,0.00567049%
P-C-K,5740,0.00575267%
P-C-L,5810,0.00582282%
P-C-M,5663,0.0056755%
P-C-N,5646,0.00565846%
P-C-O,5718,0.00573062%
P-C-P,5631,0.00564343%
P-C-Q,5707,0.0057196%
P-C-R,5645,0.00565746%
P-C-S,5729,0.00574165%
P-C-T,5733,0.00574565%
P-C-U,5566,0.00557829%
P-C-V,5611,0.00562339%
P-C-W,5500,0.00551214%
P-C-X,5696,0.00570857%
P-C-Y,5691,0.00570356%
P-C-Z,5629,0.00564142%
P-D-A,5449,0.00546103%
P-D-B,5702,0.00571459%
P-D-C,5682,0.00569454%
P-D-D,5729,0.00574165%
P-D-E,5655,0.00566748%
P-D-F,5617,0.0056294%
P-D-G,5734,0.00574666%
P-D-H,5710,0.0057226%
P-D-I,5663,0.0056755%
P-D-J,5596,0.00560835%
P-D-K,5680,0.00569254%
P-D-L,5686,0.00569855%
P-D-M,5712,0.00572461%
P-D-N,5489,0.00550112%
P-D-O,5628,0.00564042%
P-D-P,5641,0.00565345%
P-D-Q,5695,0.00570757%
P-D-R,5614,0.00562639%
P-D-S,5612,0.00562439%
P-D-T,5743,0.00575568%
P-D-U,5714,0.00572661%
P-D-V,5804,0.00581681%
P-D-W,5719,0.00573162%
P-D-X,5748,0.00576069%
P-D-Y,5652,0.00566448%
P-D-Z,5616,0.0056284%
P-E-A,5662,0.0056745%
P-E-B,5692,0.00570456%
P-E-C,5655,0.00566748%
P-E-D,5625,0.00563742%
P-E-E,5762,0.00577472%
P-E-F,5679,0.00569154%
P-E-G,5672,0.00568452%
P-E-H,5818,0.00583084%
P-E-I,5660,0.00567249%
P-E-J,5748,0.00576069%
P-E-K,5727,0.00573964%
P-E-L,5754,0.0057667%
P-E-M,5625,0.00563742%
P-E-N,5818,0.00583084%
P-E-O,5798,0.0058108%
P-E-P,5622,0.00563441%
P-E-Q,5693,0.00570557%
P-E-R,5657,0.00566949%
P-E-S,5584,0.00559633%
P-E-T,5694,0.00570657%
P-E-U,5627,0.00563942%
P-E-V,5678,0.00569053%
P-E-W,5606,0.00561837%
P-E-X,5709,0.0057216%
P-E-Y,5797,0.0058098%
P-E-Z,5804,0.00581681%
P-F-A,5644,0.00565646%
P-F-B,5610,0.00562238%
P-F-C,5651,0.00566347%
P-F-D,5726,0.00573864%
P-F-E,5774,0.00578674%
P-F-F,5696,0.00570857%
P-F-G,5779,0.00579176%
P-F-H,5583,0.00559532%
P-F-I,5688,0.00570056%
P-F-J,5696,0.00570857%
P-F-K,5617,0.0056294%
P-F-L,5773,0.00578574%
P-F-M,5755,0.0057677%
P-F-N,5703,0.00571559%
P-F-O,5658,0.00567049%
P-F-P,5621,0.00563341%
P-F-Q,5762,0.00577472%
P-F-R,5693,0.00570557%
P-F-S,5580,0.00559232%
P-F-T,5597,0.00560935%
P-F-U,5721,0.00573363%
P-F-V,5735,0.00574766%
P-F-W,5861,0.00587394%
P-F-X,5579,0.00559131%
P-F-Y,5737,0.00574966%
P-F-Z,5772,0.00578474%
P-G-A,5649,0.00566147%
P-G-B,5675,0.00568753%
P-G-C,5690,0.00570256%
P-G-D,5767,0.00577973%
P-G-E,5677,0.00568953%
P-G-F,5639,0.00565145%
P-G-G,5834,0.00584688%
P-G-H,5673,0.00568552%
P-G-I,5585,0.00559733%
P-G-J,5638,0.00565044%
P-G-K,5765,0.00577773%
P-G-L,5602,0.00561437%
P-G-M,5703,0.00571559%
P-G-N,5527,0.0055392%
P-G-O,5734,0.00574666%
P-G-P,5625,0.00563742%
P-G-Q,5724,0.00573663%
P-G-R,5717,0.00572962%
P-G-S,5812,0.00582483%
P-G-T,5548,0.00556025%
P-G-U,5709,0.0057216%
P-G-V,5721,0.00573363%
P-G-W,5617,0.0056294%
P-G-X,5645,0.00565746%
P-G-Y,5743,0.00575568%
P-G-Z,5692,0.00570456%
P-H-A,5624,0.00563641%
P-H-B,5585,0.00559733%
P-H-C,5653,0.00566548%
P-H-D,5787,0.00579977%
P-H-E,5664,0.0056765%
P-H-F,5545,0.00555724%
P-H-G,5614,0.00562639%
P-H-H,5745,0.00575768%
P-H-I,5667,0.00567951%
P-H-J,5656,0.00566848%
P-H-K,5647,0.00565946%
P-H-L,5762,0.00577472%
P-H-M,5729,0.00574165%
P-H-N,5704,0.00571659%
P-H-O,5619,0.0056314%
P-H-P,5742,0.00575467%
P-H-Q,5722,0.00573463%
P-H-R,5607,0.00561938%
P-H-S,5690,0.00570256%
P-H-T,5730,0.00574265%
P-H-U,5714,0.00572661%
P-H-V,5554,0.00556626%
P-H-W,5707,0.0057196%
P-H-X,5653,0.00566548%
P-H-Y,5677,0.00568953%
P-H-Z,5561,0.00557327%
P-I-A,5646,0.00565846%
P-I-B,5588,0.00560033%
P-I-C,5768,0.00578073%
P-I-D,5716,0.00572862%
P-I-E,5726,0.00573864%
P-I-F,5788,0.00580078%
P-I-G,5708,0.0057206%
P-I-H,5597,0.00560935%
P-I-I,5753,0.0057657%
P-I-J,5756,0.00576871%
P-I-K,5653,0.00566548%
P-I-L,5557,0.00556927%
P-I-M,5698,0.00571058%
P-I-N,5596,0.00560835%
P-I-O,5789,0.00580178%
P-I-P,5721,0.00573363%
P-I-Q,5626,0.00563842%
P-I-R,5677,0.00568953%
P-I-S,5539,0.00555123%
P-I-T,5525,0.0055372%
P-I-U,5746,0.00575868%
P-I-V,5618,0.0056304%
P-I-W,5706,0.00571859%
P-I-X,5553,0.00556526%
P-I-Y,5741,0.00575367%
P-I-Z,5735,0.00574766%
P-J-A,5602,0.00561437%
P-J-B,5722,0.00573463%
P-J-C,5679,0.00569154%
P-J-D,5717,0.00572962%
P-J-E,5654,0.00566648%
P-J-F,5599,0.00561136%
P-J-G,5699,0.00571158%
P-J-H,5724,0.00573663%
P-J-I,5717,0.00572962%
P-J-J,5715,0.00572761%
P-J-K,5676,0.00568853%
P-J-L,5672,0.00568452%
P-J-M,5793,0.00580579%
P-J-N,5651,0.00566347%
P-J-O,5639,0.00565145%
P-J-P,5668,0.00568051%
P-J-Q,5650,0.00566247%
P-J-R,5687,0.00569955%
P-J-S,5747,0.00575969%
P-J-T,5710,0.0057226%
P-J-U,5757,0.00576971%
P-J-V,5458,0.00547005%
P-J-W,5676,0.00568853%
P-J-X,5802,0.00581481%
P-J-Y,5679,0.00569154%
P-J-Z,5623,0.00563541%
P-K-A,5694,0.00570657%
P-K-B,5759,0.00577171%
P-K-C,5578,0.00559031%
P-K-D,5673,0.00568552%
P-K-E,5613,0.00562539%
P-K-F,5753,0.0057657%
P-K-G,5584,0.00559633%
P-K-H,5601,0.00561336%
P-K-I,5587,0.00559933%
P-K-J,5808,0.00582082%
P-K-K,5721,0.00573363%
P-K-L,5797,0.0058098%
P-K-M,5701,0.00571358%
P-K-N,5668,0.00568051%
P-K-O,5558,0.00557027%
P-K-P,5694,0.00570657%
P-K-Q,5609,0.00562138%
P-K-R,5582,0.00559432%
P-K-S,5666,0.00567851%
P-K-T,5609,0.00562138%
P-K-U,5617,0.0056294%
P-K-V,5760,0.00577271%
P-K-W,5710,0.0057226%
P-K-X,5772,0.00578474%
P-K-Y,5599,0.00561136%
P-K-Z,5798,0.0058108%
P-L-A,5712,0.00572461%
P-L-B,5715,0.00572761%
P-L-C,5693,0.00570557%
P-L-D,5636,0.00564844%
P-L-E,5639,0.00565145%
P-L-F,5762,0.00577472%
P-L-G,5737,0.00574966%
P-L-H,5638,0.00565044%
P-L-I,5586,0.00559833%
P-L-J,5710,0.0057226%
P-L-K,5764,0.00577672%
P-L-L,5825,0.00583786%
P-L-M,5764,0.00577672%
P-L-N,5638,0.00565044%
P-L-O,5621,0.00563341%
P-L-P,5669,0.00568151%
P-L-Q,5694,0.00570657%
P-L-R,5595,0.00560735%
P-L-S,5679,0.00569154%
P-L-T,5739,0.00575167%
P-L-U,5682,0.00569454%
P-L-V,5644,0.00565646%
P-L-W,5548,0.00556025%
P-L-X,5777,0.00578975%
P-L-Y,5657,0.00566949%
P-L-Z,5610,0.00562238%
P-M-A,5691,0.00570356%
P-M-B,5661,0.0056735%
P-M-C,5716,0.00572862%
P-M-D,5625,0.00563742%
P-M-E,5679,0.00569154%
P-M-F,5614,0.00562639%
P-M-G,5695,0.00570757%
P-M-H,5710,0.0057226%
P-M-I,5572,0.0055843%
P-M-J,5777,0.00578975%
P-M-K,5671,0.00568352%
P-M-L,5674,0.00568652%
P-M-M,5679,0.00569154%
P-M-N,5676,0.00568853%
P-M-O,5740,0.00575267%
P-M-P,5717,0.00572962%
P-M-Q,5682,0.00569454%
P-M-R,5678,0.00569053%
P-M-S,5644,0.00565646%
P-M-T,5611,0.00562339%
P-M-U,5690,0.00570256%
P-M-V,5650,0.00566247%
P-M-W,5606,0.00561837%
P-M-X,5726,0.00573864%
P-M-Y,5675,0.00568753%
P-M-Z,5742,0.00575467%
P-N-A,5645,0.00565746%
P-N-B,5701,0.00571358%
P-N-C,5599,0.00561136%
P-N-D,5679,0.00569154%
P-N-E,5685,0.00569755%
P-N-F,5662,0.0056745%
P-N-G,5589,0.00560134%
P-N-H,5642,0.00565445%
P-N-I,5687,0.00569955%
P-N-J,5609,0.00562138%
P-N-K,5531,0.00554321%
P-N-L,5543,0.00555524%
P-N-M,5727,0.00573964%
P-N-N,5643,0.00565546%
P-N-O,5560,0.00557227%
P-N-P,5582,0.00559432%
P-N-Q,5680,0.00569254%
P-N-R,5736,0.00574866%
P-N-S,5680,0.00569254%
P-N-T,5567,0.00557929%
P-N-U,5685,0.00569755%
P-N-V,5722,0.00573463%
P-N-W,5712,0.00572461%
P-N-X,5692,0.00570456%
P-N-Y,5737,0.00574966%
P-N-Z,5677,0.00568953%
P-O-A,5632,0.00564443%
P-O-B,5726,0.00573864%
P-O-C,5513,0.00552517%
P-O-D,5584,0.00559633%
P-O-E,5376,0.00538787%
P-O-F,5633,0.00564543%
P-O-G,5750,0.00576269%
P-O-H,5777,0.00578975%
P-O-I,5771,0.00578374%
P-O-J,5581,0.00559332%
P-O-K,5691,0.00570356%
P-O-L,5709,0.0057216%
P-O-M,5648,0.00566047%
P-O-N,5588,0.00560033%
P-O-O,5749,0.00576169%
P-O-P,5719,0.00573162%
P-O-Q,5537,0.00554922%
P-O-R,5751,0.00576369%
P-O-S,5723,0.00573563%
P-O-T,5760,0.00577271%
P-O-U,5571,0.0055833%
P-O-V,5750,0.00576269%
P-O-W,5793,0.00580579%
P-O-X,5622,0.00563441%
P-O-Y,5712,0.00572461%
P-O-Z,5600,0.00561236%
P-P-A,5645,0.00565746%
P-P-B,5619,0.0056314%
P-P-C,5792,0.00580478%
P-P-D,5593,0.00560535%
P-P-E,5703,0.00571559%
P-P-F,5675,0.00568753%
P-P-G,5703,0.00571559%
P-P-H,5711,0.00572361%
P-P-I,5675,0.00568753%
P-P-J,5698,0.00571058%
P-P-K,5795,0.00580779%
P-P-L,5725,0.00573764%
P-P-M,5652,0.00566448%
P-P-N,5555,0.00556726%
P-P-O,5686,0.00569855%
P-P-P,5678,0.00569053%
P-P-Q,5707,0.0057196%
P-P-R,5647,0.00565946%
P-P-S,5782,0.00579476%
P-P-T,5620,0.00563241%
P-P-U,5634,0.00564644%
P-P-V,5685,0.00569755%
P-P-W,5665,0.0056775%
P-P-X,5693,0.00570557%
P-P-Y,5561,0.00557327%
P-P-Z,5624,0.00563641%
P-Q-A,5686,0.00569855%
P-Q-B,5551,0.00556325%
P-Q-C,5610,0.00562238%
P-Q-D,5660,0.00567249%
P-Q-E,5487,0.00549911%
P-Q-F,5730,0.00574265%
P-Q-G,5720,0.00573263%
P-Q-H,5694,0.00570657%
P-Q-I,5706,0.00571859%
P-Q-J,5604,0.00561637%
P-Q-K,5658,0.00567049%
P-Q-L,5685,0.00569755%
P-Q-M,5756,0.00576871%
P-Q-N,5782,0.00579476%
P-Q-O,5789,0.00580178%
P-Q-P,5612,0.00562439%
P-Q-Q,5751,0.00576369%
P-Q-R,5806,0.00581882%
P-Q-S,5623,0.00563541%
P-Q-T,5744,0.00575668%
P-Q-U,5673,0.00568552%
P-Q-V,5692,0.00570456%
P-Q-W,5619,0.0056314%
P-Q-X,5595,0.00560735%
P-Q-Y,5698,0.00571058%
P-Q-Z,5696,0.00570857%
P-R-A,5768,0.00578073%
P-R-B,5670,0.00568252%
P-R-C,5761,0.00577372%
P-R-D,5633,0.00564543%
P-R-E,5519,0.00553118%
P-R-F,5797,0.0058098%
P-R-G,5728,0.00574064%
P-R-H,5660,0.00567249%
P-R-I,5630,0.00564243%
P-R-J,5685,0.00569755%
P-R-K,5668,0.00568051%
P-R-L,5799,0.0058118%
P-R-M,5692,0.00570456%
P-R-N,5708,0.0057206%
P-R-O,5698,0.00571058%
P-R-P,5676,0.00568853%
P-R-Q,5776,0.00578875%
P-R-R,5716,0.00572862%
P-R-S,5524,0.00553619%
P-R-T,5714,0.00572661%
P-R-U,5730,0.00574265%
P-R-V,5664,0.0056765%
P-R-W,5660,0.00567249%
P-R-X,5714,0.00572661%
P-R-Y,5557,0.00556927%
P-R-Z,5722,0.00573463%
P-S-A,5690,0.00570256%
P-S-B,5636,0.00564844%
P-S-C,5661,0.0056735%
P-S-D,5763,0.00577572%
P-S-E,5592,0.00560434%
P-S-F,5593,0.00560535%
P-S-G,5607,0.00561938%
P-S-H,5700,0.00571258%
P-S-I,5539,0.00555123%
P-S-J,5552,0.00556425%
P-S-K,5621,0.00563341%
P-S-L,5620,0.00563241%
P-S-M,5609,0.00562138%
P-S-N,5585,0.00559733%
P-S-O,5682,0.00569454%
P-S-P,5802,0.00581481%
P-S-Q,5650,0.00566247%
P-S-R,5654,0.00566648%
P-S-S,5691,0.00570356%
P-S-T,5838,0.00585089%
P-S-U,5623,0.00563541%
P-S-V,5596,0.00560835%
P-S-W,5692,0.00570456%
P-S-X,5703,0.00571559%
P-S-Y,5710,0.0057226%
P-S-Z,5604,0.00561637%
P-T-A,5572,0.0055843%
P-T-B,5639,0.00565145%
P-T-C,5679,0.00569154%
P-T-D,5655,0.00566748%
P-T-E,5686,0.00569855%
P-T-F,5759,0.00577171%
P-T-G,5697,0.00570957%
P-T-H,5760,0.00577271%
P-T-I,5783,0.00579576%
P-T-J,5723,0.00573563%
P-T-K,5686,0.00569855%
P-T-L,5683,0.00569554%
P-T-M,5526,0.0055382%
P-T-N,5657,0.00566949%
P-T-O,5626,0.00563842%
P-T-P,5551,0.00556325%
P-T-Q,5645,0.00565746%
P-T-R,5770,0.00578274%
P-T-S,5690,0.00570256%
P-T-T,5680,0.00569254%
P-T-U,5724,0.00573663%
P-T-V,5637,0.00564944%
P-T-W,5589,0.00560134%
P-T-X,5600,0.00561236%
P-T-Y,5620,0.00563241%
P-T-Z,5515,0.00552717%
P-U-A,5680,0.00569254%
P-U-B,5765,0.00577773%
P-U-C,5530,0.00554221%
P-U-D,5464,0.00547606%
P-U-E,5761,0.00577372%
P-U-F,5642,0.00565445%
P-U-G,5583,0.00559532%
P-U-H,5475,0.00548708%
P-U-I,5624,0.00563641%
P-U-J,5629,0.00564142%
P-U-K,5747,0.00575969%
P-U-L,5550,0.00556225%
P-U-M,5628,0.00564042%
P-U-N,5564,0.00557628%
P-U-O,5741,0.00575367%
P-U-P,5665,0.0056775%
P-U-Q,5741,0.00575367%
P-U-R,5596,0.00560835%
P-U-S,5639,0.00565145%
P-U-T,5727,0.00573964%
P-U-U,5669,0.00568151%
P-U-V,5741,0.00575367%
P-U-W,5702,0.00571459%
P-U-X,5561,0.00557327%
P-U-Y,5665,0.0056775%
P-U-Z,5645,0.00565746%
P-V-A,5863,0.00587594%
P-V-B,5626,0.00563842%
P-V-C,5657,0.00566949%
P-V-D,5672,0.00568452%
P-V-E,5597,0.00560935%
P-V-F,5768,0.00578073%
P-V-G,5492,0.00550412%
P-V-H,5581,0.00559332%
P-V-I,5729,0.00574165%
P-V-J,5638,0.00565044%
P-V-K,5718,0.00573062%
P-V-L,5658,0.00567049%
P-V-M,5695,0.00570757%
P-V-N,5739,0.00575167%
P-V-O,5775,0.00578775%
P-V-P,5628,0.00564042%
P-V-Q,5826,0.00583886%
P-V-R,5823,0.00583585%
P-V-S,5687,0.00569955%
P-V-T,5811,0.00582383%
P-V-U,5615,0.00562739%
P-V-V,5798,0.0058108%
P-V-W,5697,0.00570957%
P-V-X,5724,0.00573663%
P-V-Y,5618,0.0056304%
P-V-Z,5635,0.00564744%
P-W-A,5584,0.00559633%
P-W-B,5680,0.00569254%
P-W-C,5712,0.00572461%
P-W-D,5775,0.00578775%
P-W-E,5680,0.00569254%
P-W-F,5661,0.0056735%
P-W-G,5692,0.00570456%
P-W-H,5580,0.00559232%
P-W-I,5667,0.00567951%
P-W-J,5663,0.0056755%
P-W-K,5515,0.00552717%
P-W-L,5715,0.00572761%
P-W-M,5740,0.00575267%
P-W-N,5586,0.00559833%
P-W-O,5659,0.00567149%
P-W-P,5611,0.00562339%
P-W-Q,5762,0.00577472%
P-W-R,5805,0.00581781%
P-W-S,5454,0.00546604%
P-W-T,5703,0.00571559%
P-W-U,5658,0.00567049%
P-W-V,5698,0.00571058%
P-W-W,5701,0.00571358%
P-W-X,5723,0.00573563%
P-W-Y,5681,0.00569354%
P-W-Z,5728,0.00574064%
P-X-A,5737,0.00574966%
P-X-B,5688,0.00570056%
P-X-C,5818,0.00583084%
P-X-D,5838,0.00585089%
P-X-E,5609,0.00562138%
P-X-F,5701,0.00571358%
P-X-G,5675,0.00568753%
P-X-H,5556,0.00556826%
P-X-I,5738,0.00575067%
P-X-J,5666,0.00567851%
P-X-K,5615,0.00562739%
P-X-L,5561,0.00557327%
P-X-M,5594,0.00560635%
P-X-N,5848,0.00586091%
P-X-O,5643,0.00565546%
P-X-P,5637,0.00564944%
P-X-Q,5737,0.00574966%
P-X-R,5708,0.0057206%
P-X-S,5487,0.00549911%
P-X-T,5795,0.00580779%
P-X-U,5523,0.00553519%
P-X-V,5762,0.00577472%
P-X-W,5689,0.00570156%
P-X-X,5573,0.0055853%
P-X-Y,5659,0.00567149%
P-X-Z,5585,0.00559733%
P-Y-A,5697,0.00570957%
P-Y-B,5721,0.00573363%
P-Y-C,5720,0.00573263%
P-Y-D,5672,0.00568452%
P-Y-E,5724,0.00573663%
P-Y-F,5679,0.00569154%
P-Y-G,5665,0.0056775%
P-Y-H,5677,0.00568953%
